Show,Platform,Week Ending,Minutes (Millions)
HEARTLAND,NETFLIX,"Feb. 27, 2022",315
HEARTLAND,NETFLIX,"Apr. 3, 2022",523
HEARTLAND,NETFLIX,"Apr. 10, 2022",793
HEARTLAND,NETFLIX,"Apr. 17, 2022",642
HEARTLAND,NETFLIX,"Apr. 24, 2022",631
HEARTLAND,NETFLIX,"May. 1, 2022",568
HEARTLAND,NETFLIX,"May. 8, 2022",511
HEARTLAND,NETFLIX,"May. 15, 2022",387
HEARTLAND,NETFLIX,"May. 22, 2022",331
HEARTLAND,NETFLIX,"May. 29, 2022",380
HEARTLAND,NETFLIX,"Jun. 12, 2022",400
HEARTLAND,NETFLIX,"Jun. 19, 2022",365
HEARTLAND,NETFLIX,"Jun. 26, 2022",386
HEARTLAND,NETFLIX,"Jul. 3, 2022",364
HEARTLAND,NETFLIX,"Jul. 17, 2022",393
HEARTLAND,NETFLIX,"Jul. 24, 2022",371
HEARTLAND,NETFLIX,"Aug. 14, 2022",348
HEARTLAND,NETFLIX,"Aug. 21, 2022",422
HEARTLAND,NETFLIX,"Sep. 11, 2022",380
HEARTLAND,NETFLIX,"Apr. 16, 2023",397
HEARTLAND,NETFLIX,"Apr. 30, 2023",447
HEARTLAND,NETFLIX,"May. 7, 2023",448
HEARTLAND,NETFLIX,"May. 14, 2023",452
HEARTLAND,NETFLIX,"May. 28, 2023",420
HEARTLAND,NETFLIX,"Jun. 4, 2023",747
HEARTLAND,NETFLIX,"Jun. 11, 2023",795
HEARTLAND,NETFLIX,"Jun. 18, 2023",678
HEARTLAND,NETFLIX,"Jun. 25, 2023",552
HEARTLAND,NETFLIX,"Jul. 2, 2023",448
HEARTLAND,NETFLIX,"Jul. 9, 2023",500
HEARTLAND,NETFLIX,"Jul. 16, 2023",510
HEARTLAND,NETFLIX,"Jul. 23, 2023",488
HEARTLAND,NETFLIX,"Jul. 30, 2023",423
HEARTLAND,NETFLIX,"Aug. 6, 2023",436
HEARTLAND,NETFLIX,"Aug. 13, 2023",494
HEARTLAND,NETFLIX,"Sep. 17, 2023",428
HEARTLAND,NETFLIX,"Oct. 15, 2023",495
HEARTLAND,NETFLIX,"Nov. 5, 2023",538
HENRY DANGER,NETFLIX,"Jan. 24, 2021",731
HENRY DANGER,NETFLIX,"Jan. 31, 2021",561
HENRY DANGER,NETFLIX,"Feb. 7, 2021",544
HENRY DANGER,NETFLIX,"Mar. 14, 2021",332
HENRY DANGER,NETFLIX,"Mar. 28, 2021",281
HOUSE,AMAZON,"Jan. 30, 2022",317
HOUSE,AMAZON/HULU,"Dec. 17, 2023",418
HOUSE OF THE DRAGON,HBO MAX,"Aug. 21, 2022",327
HOUSE OF THE DRAGON,HBO MAX,"Aug. 28, 2022",741
HOUSE OF THE DRAGON,HBO MAX,"Sep. 4, 2022",781
HOUSE OF THE DRAGON,HBO MAX,"Sep. 11, 2022","1,016"
HOUSE OF THE DRAGON,HBO MAX,"Sep. 18, 2022",960
HOUSE OF THE DRAGON,HBO MAX,"Sep. 25, 2022","1,008"
HOUSE OF THE DRAGON,HBO MAX,"Oct. 2, 2022",907
HOUSE OF THE DRAGON,HBO MAX,"Oct. 9, 2022",921
HOUSE OF THE DRAGON,HBO MAX,"Oct. 16, 2022",960
HOUSE OF THE DRAGON,HBO MAX,"Oct. 23, 2022","1,013"
HOUSE OF THE DRAGON,HBO MAX,"Oct. 30, 2022",705
HOW I MET YOUR MOTHER,HULU,"Jan. 23, 2022",321
HOW I MET YOUR MOTHER,HULU,"Jan. 30, 2022",316
ICARLY,NETFLIX,"Feb. 14, 2021",883
ICARLY,NETFLIX,"Feb. 21, 2021",863
ICARLY,NETFLIX,"Feb. 28, 2021",531
ICARLY,NETFLIX,"Mar. 7, 2021",431
IMPOSTERS,NETFLIX,"Jan. 3, 2021",279
IMPOSTERS,NETFLIX,"Jan. 10, 2021",273
IN THE DARK,NETFLIX,"Aug. 9, 2020",418
IN THE DARK,NETFLIX,"Oct. 24, 2021",608
IN THE DARK,NETFLIX,"Oct. 31, 2021",538
IN THE DARK,NETFLIX,"Nov. 7, 2021",420
IN THE DARK,NETFLIX,"Sep. 18, 2022",825
IN THE DARK,NETFLIX,"Sep. 25, 2022",918
IN THE DARK,NETFLIX,"Oct. 2, 2022",665
IN THE DARK,NETFLIX,"Oct. 9, 2022",603
INK MASTER,NETFLIX,"Dec. 19, 2021",243
LA REINA DEL SUR,NETFLIX,"May. 28, 2023",512
LA REINA DEL SUR,NETFLIX,"Jun. 4, 2023",494
LA'S FINEST,NETFLIX,"Jan. 17, 2021",546
LA'S FINEST,NETFLIX,"Jan. 24, 2021",513
LA'S FINEST,NETFLIX,"Jun. 13, 2021",391
LA'S FINEST,NETFLIX,"Jun. 20, 2021",467
LAW & ORDER: SVU,NETFLIX,"Mar. 21, 2021",319
LAW & ORDER: SVU,PEA/HULU,"Dec. 31, 2023",507
LAW & ORDER: SVU,PEA/HULU,"Jan. 7, 2024",594
LEGACIES,NETFLIX,"Oct. 24, 2021",379
LEGACIES,NETFLIX,"Oct. 31, 2021",389
LEGACIES,NETFLIX,"Jul. 3, 2022",596
LEGACIES,NETFLIX,"Jul. 10, 2022",468
LOUDERMILK,NETFLIX,"Jan. 14, 2024",846
LOUDERMILK,NETFLIX,"Jan. 21, 2024",729
LOUDERMILK,NETFLIX,"Jan. 28, 2024",593
LOUDERMILK,NETFLIX,"Feb. 4, 2024",554
MANIFEST,NETFLIX,"Jun. 13, 2021","1,111"
MANIFEST,NETFLIX,"Jun. 20, 2021","2,493"
MANIFEST,NETFLIX,"Jun. 27, 2021","2,064"
MANIFEST,NETFLIX,"Jul. 4, 2021","1,869"
MANIFEST,NETFLIX,"Jul. 11, 2021","1,811"
MANIFEST,NETFLIX,"Jul. 18, 2021","1,294"
MANIFEST,NETFLIX,"Jul. 25, 2021",939
MANIFEST,NETFLIX,"Aug. 1, 2021",640
MANIFEST,NETFLIX,"Aug. 8, 2021",501
MANIFEST,NETFLIX,"Aug. 15, 2021",375
MANIFEST,NETFLIX,"Aug. 22, 2021",705
MANIFEST,NETFLIX,"Aug. 29, 2021","1,380"
MANIFEST,NETFLIX,"Sep. 5, 2021","1,110"
MANIFEST,NETFLIX,"Sep. 12, 2021",831
MANIFEST,NETFLIX,"Sep. 19, 2021",712
MANIFEST,NETFLIX,"Sep. 26, 2021",430
MANIFEST,NETFLIX,"Oct. 3, 2021",337
MANIFEST,NETFLIX,"Nov. 6, 2022","1,371"
MANIFEST,NETFLIX,"Nov. 13, 2022","2,289"
MANIFEST,NETFLIX,"Nov. 20, 2022","1,284"
MANIFEST,NETFLIX,"Nov. 27, 2022",988
MANIFEST,NETFLIX,"Dec. 4, 2022",680
MANIFEST,NETFLIX,"Dec. 11, 2022",376
MANIFEST,NETFLIX,"Jun. 4, 2023",749
MANIFEST,NETFLIX,"Jun. 11, 2023","1,628"
MANIFEST,NETFLIX,"Jun. 18, 2023",969
MANIFEST,NETFLIX,"Jun. 25, 2023",658
MANIFEST,NETFLIX,"Jul. 2, 2023",495
MANIFEST,NETFLIX,"Jul. 9, 2023",349
MARIPOSA DE BARRIO,NETFLIX,"Jan. 10, 2021",548
MARIPOSA DE BARRIO,NETFLIX,"Jan. 17, 2021",621
MARIPOSA DE BARRIO,NETFLIX,"Jan. 24, 2021",705
MARIPOSA DE BARRIO,NETFLIX,"Jan. 31, 2021",692
MARIPOSA DE BARRIO,NETFLIX,"Feb. 7, 2021",759
MARIPOSA DE BARRIO,NETFLIX,"Feb. 14, 2021",588
MARRIED AT FIRST SIGHT,NETFLIX,"Apr. 24, 2022",466
MARRIED AT FIRST SIGHT,NETFLIX,"May. 1, 2022",340
MICKEY MOUSE CLUBHOUSE,DISNEY+,"Feb. 20, 2022",338
MICKEY MOUSE CLUBHOUSE,DISNEY+,"Feb. 27, 2022",302
MIRACULOUS: TALES OF LADYBUG,NETFLIX,"Apr. 11, 2021",250
MONK,PEA/NET,"Feb. 18, 2024",637
MONK,PEA/NET,"Feb. 25, 2024",705
MONK,PEA/NET,"Mar. 3, 2024",581
MONK,PEA/NET,"Mar. 10, 2024",600
NCIS,NETFLIX,"Mar. 15, 2020",570
NCIS,NETFLIX,"Mar. 29, 2020",665
NCIS,NETFLIX,"Aug. 9, 2020",524
NCIS,NETFLIX,"Aug. 16, 2020",469
NCIS,NETFLIX,"Aug. 23, 2020",533
NCIS,NETFLIX,"Aug. 30, 2020",527
NCIS,NETFLIX,"Sep. 13, 2020",587
NCIS,NETFLIX,"Sep. 20, 2020",553
NCIS,NETFLIX,"Oct. 4, 2020",584
NCIS,NETFLIX,"Oct. 18, 2020",618
NCIS,NETFLIX,"Nov. 1, 2020",552
NCIS,NETFLIX,"Nov. 8, 2020",543
NCIS,NETFLIX,"Nov. 15, 2020",603
NCIS,NETFLIX,"Nov. 22, 2020",468
NCIS,NETFLIX,"Jan. 3, 2021",553
NCIS,NETFLIX,"Jan. 10, 2021",418
NCIS,NETFLIX,"Jan. 17, 2021",471
NCIS,NETFLIX,"Jan. 24, 2021",433
NCIS,NETFLIX,"Jan. 31, 2021",564
NCIS,NETFLIX,"Feb. 7, 2021",528
NCIS,NETFLIX,"Feb. 14, 2021",495
NCIS,NETFLIX,"Feb. 21, 2021",510
NCIS,NETFLIX,"Feb. 28, 2021",507
NCIS,NETFLIX,"Mar. 7, 2021",555
NCIS,NETFLIX,"Mar. 14, 2021",441
NCIS,NETFLIX,"Mar. 21, 2021",569
NCIS,NETFLIX,"Mar. 28, 2021",725
NCIS,NETFLIX,"Apr. 4, 2021",535
NCIS,NETFLIX,"Apr. 11, 2021",701
NCIS,NETFLIX,"Apr. 18, 2021",779
NCIS,NETFLIX,"Apr. 25, 2021",890
NCIS,NETFLIX,"May. 2, 2021",872
NCIS,NETFLIX,"May. 9, 2021",721
NCIS,NETFLIX,"May. 16, 2021",672
NCIS,NETFLIX,"May. 23, 2021",690
NCIS,NETFLIX,"May. 30, 2021",525
NCIS,NETFLIX,"Jun. 6, 2021",521
NCIS,NETFLIX,"Jun. 13, 2021",528
NCIS,NETFLIX,"Jun. 20, 2021",562
NCIS,NETFLIX,"Jun. 27, 2021",526
NCIS,NETFLIX,"Jul. 4, 2021",443
NCIS,NETFLIX,"Jul. 11, 2021",478
NCIS,NETFLIX,"Jul. 18, 2021",481
NCIS,NETFLIX,"Jul. 25, 2021",514
NCIS,NETFLIX,"Aug. 1, 2021",508
NCIS,NETFLIX,"Aug. 8, 2021",530
NCIS,NETFLIX,"Aug. 15, 2021",534
NCIS,NETFLIX,"Aug. 22, 2021",548
NCIS,NETFLIX,"Aug. 29, 2021",586
NCIS,NETFLIX,"Sep. 5, 2021",580
NCIS,NETFLIX,"Sep. 12, 2021",546
NCIS,NETFLIX,"Sep. 19, 2021",567
NCIS,NETFLIX,"Sep. 26, 2021",546
NCIS,NETFLIX,"Oct. 3, 2021",560
NCIS,NETFLIX,"Oct. 10, 2021",569
NCIS,NETFLIX,"Oct. 17, 2021",572
NCIS,NETFLIX,"Oct. 24, 2021",540
NCIS,NETFLIX,"Oct. 31, 2021",527
NCIS,NETFLIX,"Nov. 7, 2021",519
NCIS,NETFLIX,"Nov. 14, 2021",509
NCIS,NETFLIX,"Nov. 21, 2021",508
NCIS,NETFLIX,"Nov. 28, 2021",666
NCIS,NETFLIX,"Dec. 5, 2021",568
NCIS,NETFLIX,"Dec. 12, 2021",597
NCIS,NETFLIX,"Dec. 19, 2021",494
NCIS,NETFLIX,"Dec. 26, 2021",581
NCIS,NETFLIX,"Jan. 2, 2022",730
NCIS,NETFLIX,"Jan. 9, 2022",689
NCIS,NETFLIX,"Jan. 16, 2022",711
NCIS,NETFLIX,"Jan. 23, 2022",732
NCIS,NETFLIX,"Jan. 30, 2022",796
NCIS,NETFLIX,"Feb. 6, 2022",757
NCIS,NETFLIX,"Feb. 13, 2022",796
NCIS,NETFLIX,"Feb. 20, 2022",856
NCIS,NETFLIX,"Feb. 27, 2022",946
NCIS,NETFLIX,"Mar. 6, 2022",777
NCIS,NETFLIX,"Mar. 13, 2022",678
NCIS,NETFLIX,"Mar. 20, 2022",735
NCIS,NETFLIX,"Mar. 27, 2022",752
NCIS,NETFLIX,"Apr. 3, 2022",653
NCIS,NETFLIX,"Apr. 10, 2022",674
NCIS,NETFLIX,"Apr. 17, 2022",691
NCIS,NETFLIX,"Apr. 24, 2022",617
NCIS,NETFLIX,"May. 1, 2022",618
NCIS,NETFLIX,"May. 8, 2022",501
NCIS,NETFLIX,"May. 15, 2022",539
NCIS,NETFLIX,"May. 22, 2022",552
NCIS,NETFLIX,"May. 29, 2022",541
NCIS,NETFLIX,"Jun. 5, 2022",692
NCIS,NETFLIX,"Jun. 12, 2022",848
NCIS,NETFLIX,"Jun. 19, 2022",817
NCIS,NETFLIX,"Jun. 26, 2022",726
NCIS,NETFLIX,"Jul. 3, 2022",787
NCIS,NETFLIX,"Jul. 10, 2022",837
NCIS,NETFLIX,"Jul. 17, 2022",736
NCIS,NETFLIX,"Jul. 24, 2022",737
NCIS,NETFLIX,"Jul. 31, 2022",649
NCIS,NETFLIX,"Aug. 7, 2022",692
NCIS,NETFLIX,"Aug. 14, 2022",764
NCIS,NETFLIX,"Aug. 21, 2022",810
NCIS,NETFLIX,"Aug. 28, 2022",770
NCIS,NETFLIX,"Sep. 4, 2022",812
NCIS,NETFLIX,"Sep. 11, 2022",747
NCIS,NETFLIX,"Sep. 18, 2022",635
NCIS,NETFLIX,"Sep. 25, 2022",644
NCIS,NETFLIX,"Oct. 2, 2022",748
NCIS,NETFLIX,"Oct. 9, 2022",720
NCIS,NETFLIX,"Oct. 16, 2022",663
NCIS,NETFLIX,"Oct. 23, 2022",796
NCIS,NETFLIX,"Oct. 30, 2022",695
NCIS,NETFLIX,"Nov. 6, 2022",758
NCIS,NETFLIX,"Nov. 13, 2022",786
NCIS,NETFLIX,"Nov. 20, 2022",642
NCIS,NETFLIX,"Nov. 27, 2022",811
NCIS,NETFLIX,"Dec. 4, 2022",705
NCIS,NETFLIX,"Dec. 11, 2022",885
NCIS,NETFLIX,"Dec. 18, 2022",941
NCIS,NETFLIX,"Dec. 25, 2022",804
NCIS,NETFLIX,"Jan. 1, 2023",753
NCIS,NETFLIX,"Jan. 8, 2023",722
NCIS,NETFLIX,"Jan. 15, 2023",737
NCIS,NETFLIX,"Jan. 22, 2023",695
NCIS,NETFLIX,"Jan. 29, 2023",760
NCIS,NETFLIX,"Feb. 5, 2023",721
NCIS,NETFLIX,"Feb. 12, 2023",783
NCIS,NETFLIX,"Feb. 19, 2023",867
NCIS,NETFLIX,"Feb. 26, 2023",808
NCIS,NETFLIX,"Mar. 5, 2023",826
NCIS,NETFLIX,"Mar. 12, 2023",888
NCIS,NETFLIX,"Mar. 19, 2023",827
NCIS,NETFLIX,"Mar. 26, 2023",797
NCIS,NETFLIX,"Apr. 2, 2023",746
NCIS,NETFLIX,"Apr. 9, 2023",682
NCIS,NETFLIX,"Apr. 16, 2023",779
NCIS,NETFLIX,"Apr. 23, 2023",724
NCIS,NETFLIX,"Apr. 30, 2023",667
NCIS,NETFLIX,"May. 7, 2023",722
NCIS,NETFLIX,"May. 14, 2023",875
NCIS,NETFLIX,"May. 21, 2023",858
NCIS,NETFLIX,"May. 28, 2023",871
NCIS,NETFLIX,"Jun. 4, 2023",755
NCIS,NETFLIX,"Jun. 11, 2023",698
NCIS,NETFLIX,"Jun. 18, 2023",701
NCIS,NETFLIX,"Jun. 25, 2023",710
NCIS,NETFLIX,"Jul. 2, 2023",579
NCIS,NETFLIX,"Jul. 9, 2023",674
NCIS,NETFLIX,"Jul. 16, 2023",828
NCIS,NETFLIX,"Jul. 23, 2023",741
NCIS,NETFLIX,"Jul. 30, 2023",707
NCIS,NETFLIX,"Aug. 6, 2023",691
NCIS,NETFLIX,"Aug. 13, 2023",771
NCIS,NETFLIX,"Aug. 20, 2023",775
NCIS,NETFLIX,"Aug. 27, 2023",784
NCIS,NETFLIX,"Sep. 3, 2023",797
NCIS,NETFLIX,"Sep. 10, 2023",637
NCIS,NETFLIX,"Sep. 17, 2023",603
NCIS,NETFLIX,"Sep. 24, 2023",686
NCIS,NETFLIX,"Oct. 1, 2023",673
NCIS,NETFLIX,"Oct. 8, 2023",666
NCIS,NETFLIX,"Oct. 15, 2023",688
NCIS,NETFLIX,"Oct. 22, 2023",811
NCIS,NETFLIX,"Oct. 29, 2023",709
NCIS,NETFLIX,"Nov. 5, 2023",684
NCIS,NETFLIX,"Nov. 12, 2023",705
NCIS,NETFLIX,"Nov. 19, 2023",754
NCIS,NETFLIX,"Nov. 26, 2023",763
NCIS,NETFLIX,"Dec. 3, 2023",722
NCIS,NETFLIX,"Dec. 10, 2023",679
NCIS,NETFLIX,"Dec. 17, 2023",722
NCIS,NETFLIX,"Dec. 24, 2023",698
NCIS,NETFLIX,"Dec. 31, 2023",905
NCIS,NETFLIX,"Jan. 7, 2024",928
NCIS,NETFLIX,"Jan. 14, 2024",835
NCIS,NETFLIX,"Jan. 21, 2024",756
NCIS,NETFLIX,"Jan. 28, 2024",654
NCIS,NETFLIX,"Feb. 4, 2024",689
NCIS,NETFLIX,"Feb. 11, 2024",672
NCIS,NETFLIX,"Feb. 18, 2024",767
NCIS,NETFLIX,"Feb. 25, 2024",737
NCIS,NETFLIX,"Mar. 3, 2024",654
NCIS,NETFLIX,"Mar. 10, 2024",443
NEW AMSTERDAM,NETFLIX,"Jan. 15, 2023",673
NEW AMSTERDAM,NETFLIX,"Jan. 22, 2023",615
NEW AMSTERDAM,NETFLIX,"Feb. 5, 2023","1,253"
NEW AMSTERDAM,NETFLIX,"Feb. 12, 2023","1,469"
NEW AMSTERDAM,NETFLIX,"Feb. 19, 2023","1,053"
NEW AMSTERDAM,NETFLIX,"Feb. 26, 2023",850
NEW AMSTERDAM,NETFLIX,"Mar. 5, 2023",661
NEW AMSTERDAM,NETFLIX,"Mar. 12, 2023",504
NEW GIRL,NETFLIX,"Aug. 16, 2020",359
NEW GIRL,NETFLIX,"Jan. 3, 2021",728
NEW GIRL,NETFLIX,"Jan. 10, 2021",427
NEW GIRL,NETFLIX,"Jan. 17, 2021",354
NEW GIRL,NETFLIX,"Jan. 24, 2021",475
NEW GIRL,NETFLIX,"Jan. 31, 2021",399
NEW GIRL,NETFLIX,"Mar. 14, 2021",312
NEW GIRL,NETFLIX,"Mar. 21, 2021",289
NEW GIRL,NETFLIX,"Apr. 4, 2021",280
NEW GIRL,NETFLIX,"Apr. 11, 2021",266
NEW GIRL,NETFLIX,"Apr. 18, 2021",290
NEW GIRL,NETFLIX,"May. 2, 2021",289
NEW GIRL,NETFLIX,"May. 9, 2021",279
NEW GIRL,NETFLIX,"May. 16, 2021",261
NEW GIRL,NETFLIX,"May. 23, 2021",258
NEW GIRL,NETFLIX,"May. 30, 2021",227
NEW GIRL,NETFLIX,"Sep. 19, 2021",273
NEW GIRL,NETFLIX,"Dec. 12, 2021",298
NEW GIRL,NETFLIX,"Feb. 13, 2022",289
NEW GIRL,NETFLIX,"Feb. 20, 2022",335
NEW GIRL,NETFLIX,"Mar. 6, 2022",285
NEW GIRL,NETFLIX,"Mar. 13, 2022",312
NEW GIRL,NETFLIX,"Mar. 20, 2022",277
NEW GIRL,NETFLIX,"May. 1, 2022",317
NEW GIRL,NETFLIX,"May. 8, 2022",286
"NICKY, RICKY, DICKY & DAWN",NETFLIX,"Apr. 18, 2021",326
"NICKY, RICKY, DICKY & DAWN",NETFLIX,"Apr. 25, 2021",364
"NICKY, RICKY, DICKY & DAWN",NETFLIX,"May. 2, 2021",359
"NICKY, RICKY, DICKY & DAWN",NETFLIX,"May. 9, 2021",255
"NICKY, RICKY, DICKY & DAWN",NETFLIX,"May. 16, 2021",276
OUTLANDER,NETFLIX,"Jan. 31, 2021",654
OUTLANDER,NETFLIX,"Feb. 7, 2021",379
OUTLANDER,NETFLIX,"Feb. 14, 2021",611
OUTLANDER,NETFLIX,"Feb. 21, 2021",621
OUTLANDER,NETFLIX,"Feb. 28, 2021",431
OUTLANDER,NETFLIX,"May. 15, 2022",390
OUTLANDER,NETFLIX,"May. 22, 2022",456
OUTLANDER,NETFLIX,"May. 29, 2022",349
OUTLANDER,NETFLIX,"Jun. 5, 2022",364
OUTLANDER,NETFLIX,"Jun. 12, 2022",326
OUTLANDER,NETFLIX,"Jul. 16, 2023",446
PARKS AND RECREATION,NETFLIX,"Aug. 9, 2020",304
QUEEN OF THE SOUTH,NETFLIX,"Apr. 10, 2022",476
QUEEN OF THE SOUTH,NETFLIX,"Apr. 17, 2022",635
QUEEN OF THE SOUTH,NETFLIX,"Apr. 24, 2022",473
RICK AND MORTY,HULU,"Feb. 13, 2022",385
RICK AND MORTY,HULU/MAX,"May. 14, 2023",464
RICK AND MORTY,HULU/MAX,"May. 21, 2023",476
RICK AND MORTY,HULU/MAX,"Jan. 28, 2024",617
RIVERDALE,NETFLIX,"Oct. 24, 2021",359
RIVERDALE,NETFLIX,"Oct. 31, 2021",394
RIVERDALE,NETFLIX,"Aug. 14, 2022",578
RIVERDALE,NETFLIX,"Aug. 21, 2022",454
ROYAL PAINS,AMA/NET,"Feb. 11, 2024",707
ROYAL PAINS,AMA/NET,"Feb. 18, 2024",617
S.W.A.T.,HULU/NET,"May. 21, 2023",635
S.W.A.T.,HULU/NET,"May. 28, 2023","1,350"
S.W.A.T.,HULU/NET,"Jun. 4, 2023","1,408"
S.W.A.T.,HULU/NET,"Jun. 11, 2023","1,257"
S.W.A.T.,HULU/NET,"Jun. 18, 2023","1,213"
S.W.A.T.,HULU/NET,"Jun. 25, 2023","1,040"
S.W.A.T.,HULU/NET,"Jul. 2, 2023",891
S.W.A.T.,HULU/NET,"Jul. 9, 2023",773
S.W.A.T.,HULU/NET,"Jul. 16, 2023",612
S.W.A.T.,HULU/NET,"Jul. 23, 2023",573
S.W.A.T.,HULU/NET,"Jul. 30, 2023",607
S.W.A.T.,HULU/NET,"Aug. 6, 2023",482
S.W.A.T.,HULU/NET,"Aug. 13, 2023",462
S.W.A.T.,HULU/NET,"Sep. 3, 2023",643
S.W.A.T.,HULU/NET,"Sep. 10, 2023","1,041"
S.W.A.T.,HULU/NET,"Sep. 17, 2023",798
S.W.A.T.,HULU/NET,"Sep. 24, 2023",692
S.W.A.T.,HULU/NET,"Oct. 1, 2023",617
S.W.A.T.,HULU/NET,"Oct. 8, 2023",497
SCHITT'S CREEK,NETFLIX,"Sep. 27, 2020",839
SCHITT'S CREEK,NETFLIX,"Oct. 4, 2020",968
SCHITT'S CREEK,NETFLIX,"Oct. 11, 2020","1,456"
SCHITT'S CREEK,NETFLIX,"Oct. 18, 2020","1,373"
SCHITT'S CREEK,NETFLIX,"Oct. 25, 2020","1,058"
SCHITT'S CREEK,NETFLIX,"Nov. 1, 2020",963
SCHITT'S CREEK,NETFLIX,"Nov. 8, 2020",768
SCHITT'S CREEK,NETFLIX,"Nov. 15, 2020",855
SCHITT'S CREEK,NETFLIX,"Nov. 22, 2020",733
SCHITT'S CREEK,NETFLIX,"Nov. 29, 2020",697
SCHITT'S CREEK,NETFLIX,"Dec. 6, 2020",645
SCHITT'S CREEK,NETFLIX,"Dec. 13, 2020",621
SCHITT'S CREEK,NETFLIX,"Dec. 20, 2020",597
SCHITT'S CREEK,NETFLIX,"Jan. 3, 2021",816
SCHITT'S CREEK,NETFLIX,"Jan. 10, 2021",651
SCHITT'S CREEK,NETFLIX,"Jan. 17, 2021",577
SCHITT'S CREEK,NETFLIX,"Jan. 24, 2021",671
SCHITT'S CREEK,NETFLIX,"Jan. 31, 2021",686
SCHITT'S CREEK,NETFLIX,"Feb. 7, 2021",591
SCHITT'S CREEK,NETFLIX,"Feb. 14, 2021",635
SCHITT'S CREEK,NETFLIX,"Feb. 21, 2021",692
SCHITT'S CREEK,NETFLIX,"Feb. 28, 2021",540
SCHITT'S CREEK,NETFLIX,"Mar. 7, 2021",493
SCHITT'S CREEK,NETFLIX,"Mar. 14, 2021",438
SCHITT'S CREEK,NETFLIX,"Mar. 21, 2021",400
SCHITT'S CREEK,NETFLIX,"Mar. 28, 2021",402
SCHITT'S CREEK,NETFLIX,"Apr. 4, 2021",338
SCHITT'S CREEK,NETFLIX,"Apr. 11, 2021",430
SCHITT'S CREEK,NETFLIX,"Apr. 18, 2021",489
SCHITT'S CREEK,NETFLIX,"Apr. 25, 2021",346
SCHITT'S CREEK,NETFLIX,"May. 2, 2021",337
SCHITT'S CREEK,NETFLIX,"May. 9, 2021",293
SCHITT'S CREEK,NETFLIX,"May. 16, 2021",352
SCHITT'S CREEK,NETFLIX,"May. 23, 2021",315
SCHITT'S CREEK,NETFLIX,"May. 30, 2021",288
SCHITT'S CREEK,NETFLIX,"Jun. 27, 2021",299
SCHITT'S CREEK,NETFLIX,"Jul. 4, 2021",260
SCHITT'S CREEK,NETFLIX,"Jul. 11, 2021",291
SCHITT'S CREEK,NETFLIX,"Jul. 25, 2021",278
SCHITT'S CREEK,NETFLIX,"Sep. 19, 2021",272
SEINFELD,NETFLIX,"Oct. 10, 2021",590
SEINFELD,NETFLIX,"Oct. 17, 2021",581
SEINFELD,NETFLIX,"Oct. 24, 2021",595
SEINFELD,NETFLIX,"Oct. 31, 2021",587
SEINFELD,NETFLIX,"Nov. 7, 2021",672
SEINFELD,NETFLIX,"Nov. 14, 2021",629
SEINFELD,NETFLIX,"Nov. 21, 2021",602
SEINFELD,NETFLIX,"Nov. 28, 2021",562
SEINFELD,NETFLIX,"Dec. 5, 2021",592
SEINFELD,NETFLIX,"Dec. 12, 2021",556
SEINFELD,NETFLIX,"Dec. 19, 2021",511
SEINFELD,NETFLIX,"Dec. 26, 2021",493
SEINFELD,NETFLIX,"Jan. 2, 2022",561
SEINFELD,NETFLIX,"Jan. 9, 2022",519
SEINFELD,NETFLIX,"Jan. 16, 2022",502
SEINFELD,NETFLIX,"Jan. 23, 2022",513
SEINFELD,NETFLIX,"Jan. 30, 2022",407
SEINFELD,NETFLIX,"Feb. 6, 2022",462
SEINFELD,NETFLIX,"Feb. 13, 2022",425
SEINFELD,NETFLIX,"Feb. 20, 2022",414
SEINFELD,NETFLIX,"Feb. 27, 2022",374
SEINFELD,NETFLIX,"Mar. 6, 2022",350
SEINFELD,NETFLIX,"Mar. 13, 2022",348
SEINFELD,NETFLIX,"Mar. 20, 2022",377
SEINFELD,NETFLIX,"Mar. 27, 2022",377
SEINFELD,NETFLIX,"Apr. 3, 2022",341
SEINFELD,NETFLIX,"Apr. 10, 2022",355
SEINFELD,NETFLIX,"May. 1, 2022",347
SEINFELD,NETFLIX,"May. 15, 2022",256
SEINFELD,NETFLIX,"May. 22, 2022",285
SEINFELD,NETFLIX,"May. 29, 2022",268
SEINFELD,NETFLIX,"Jun. 19, 2022",326
SEINFELD,NETFLIX,"Jul. 17, 2022",397
SEINFELD,NETFLIX,"Jul. 24, 2022",402
SEINFELD,NETFLIX,"Jul. 31, 2022",386
SEINFELD,NETFLIX,"Aug. 7, 2022",354
SEINFELD,NETFLIX,"Aug. 14, 2022",355
SHAMELESS,NETFLIX,"Aug. 2, 2020","1,506"
SHAMELESS,NETFLIX,"Aug. 9, 2020","1,125"
SHAMELESS,NETFLIX,"Aug. 16, 2020",968
SHAMELESS,NETFLIX,"Aug. 23, 2020",802
SHAMELESS,NETFLIX,"Aug. 30, 2020",637
SHAMELESS,NETFLIX,"Sep. 6, 2020",639
SHAMELESS,NETFLIX,"Sep. 13, 2020",556
SHAMELESS,NETFLIX,"Sep. 20, 2020",534
SHAMELESS,NETFLIX,"Jan. 3, 2021",329
SHAMELESS,NETFLIX,"Jul. 11, 2021",275
SHAMELESS,NETFLIX,"Jul. 18, 2021",290
